user,intent_num
지금 가면 테이블 이용 가능할까요?,26
지금 가면 바로 앉을 수 있나요?,26
지금 대기 인원이 많은가요?,26
현재 테이블 상태를 알 수 있나요?,26
"매장 가득 차 있나요, 아니면 자리가 남았나요?",26
대기 시간이 몇 분 정도 예상되나요?,26
현재 대기 상황을 알려주세요.,26
지금 테이블 자리 상황이 어떤가요?,26
매장 혼잡도를 미리 알 수 있나요?,26
현재 매장이 혼잡한 상태인가요?,26
지금 가면 대기 시간이 긴가요?,26
매장 혼잡도를 알려줄래?,26
현재 매장 좌석 현황이 어떻게 돼?,26
지금 대기 현황 알려줄래?,26
테이블 현황 알 수 있어?,26
매장 상황 알 수 있어?,26
매장에 사람이 얼마나 많아?,26
가면 바로 먹을 수 있을까?,26
매장이 얼마나 혼잡한지 알려줘,26
가게에 사람이 얼마나 있어?,26
가면 바로 앉을 수 있나?,26
테이블 점유 상태가 어때?,26
매장 테이블 상황 알려줘,26
매장 대기 현황 알려줘,26
매장 대기 상황 알려줘,26
가게 얼마나 대기해야해?,26
현재 테이블 상황을 자세히 알려주세요.,27
테이블 상황에 대해서 더 자세히 알고 싶어요.,27
특정 테이블을 미리 선정 할 수 있나요?,27
지금 가장 빨리 비는 테이블은 몇 번인가요?,27
매장 좌석 배치도를 볼 수 있나요?,27
매장 내 좌석 배치를 미리 볼 수 있나요?,27
테이블 상황을 온라인으로 확인 가능한가요?,27
테이블 회전 시간이 얼마나 걸리나요?,27
취소된 테이블이 있나요?,27
테이블별로 이용 제한 시간이 있나요?,27
테이블 선정 후 점유 상태 확인이 가능한가요?,27
테이블 간 간격이 넓은 편인가요?,27
테이블 점유 현황을 확인할 수 있는 앱이 있나요?,27
현재 매장 테이블 여유 상태를 실시간으로 볼 수 있나요?,27
대기 리스트는 어떻게 관리되나요?,27
매장 혼잡도 정보를 실시간으로 확인할 수 있나요?,27
테이블이 차 있는 시간대는 보통 몇 시부터인가요?,27
매장 좌석 점유 상황을 사전에 알 수 있나요?,27
테이블 이용 시 대기 명단에 올리는 방법은요?,27
테이블이 꽉 차는 시간대는 언제인가요?,27
테이블 상황이 급변할 경우 알림을 받을 수 있나요?,27
매장 혼잡도가 얼마나 되는지 바로바로 볼 수 있을까?,27
주말에 보통 몇시 쯤 매장이 혼잡한지 알려줘,27
주말에 매장이 혼잡한지 알려줘,27
매장 대기 얼마나 해야하는지 자세히 알려줄래?,27
가게에서 얼마나 기다려야 하는지 상세히 알 수 있을까?,27
테이블 대기 목록은 어디서 볼 수 있나요?,27
대기 명단에 몇 번째로 올라 있는지 알려주시나요?,27
테이블 점유 상태는 매시간 업데이트되나요?,27
테이블이 비워지면 자동으로 알림을 받을 수 있나요?,27
현재 진행중인 이벤트에 대해서 자세히 알고 싶어요,43
진행중인 이벤트 자세히 알려줄래요?,43
이벤트 참여 방법을 자세히 알고 싶어요.,43
이벤트 상세 내용을 알려주세요.,43
자세한 이벤트 내용을 알고 싶어요,43
이벤트에 관한 내용을 듣고 싶은데 자세히 알려줄래요?,43
이벤트에 대해 자세히 들을 수 있나요?,43
최신 이벤트 정보를 확인하고 싶어요.,43
이벤트 상세 조건은 어떻게 되나요?,43
이벤트에 대해 좀 더 들을 수 있을까?,43
이벤트 내용을 더 알고 싶어요,43
지금 진행 중인 이벤트를 더 들으려면 어떻게 해야하나요?,43
이벤트 적용이 불가능한 경우는 언제인가요?,43
이벤트 참여 제한 횟수가 있나요?,43
이벤트 응모 결과는 어떻게 확인하나요?,43
경품 이벤트 당첨자는 어디서 발표되나요?,43
이벤트 참여 시 유의해야 할 사항이 있나요?,43
이벤트 참여 상태는 실시간으로 업데이트되나요?,43
이벤트 관련 문의는 어디로 해야 하나요?,43
이벤트 결과 발표 일정은 어떻게 되나요?,43
이벤트가 조기 종료될 수도 있나요?,43
이벤트 참여는 1인당 몇 번까지 가능한가요?,43
이벤트 참여 방법을 단계별로 설명해 주세요.,43
이벤트 결과 발표는 어디서 공식적으로 확인할 수 있나요?,43
"특정 이벤트가 조기 종료될 경우, 대체 혜택이 제공되나요?",43
이벤트 혜택이 재고 소진 시 자동으로 종료되나요?,43
어린이를 위한 메뉴가 있나요?,44
어린이 전용 메뉴가 있나요?,44
어린이 의자가 있을까요?,44
장애인을 위한 화장실 시설이 준비되어 있나요?,44
유모차를 대여할 수 있나요?,44
장애인을 위한 주차 공간이 제공되나요?,44
어린이 놀이 공간이 따로 마련되어 있나요?,44
점자 안내판이나 음성 안내 서비스가 있나요?,44
휠체어 사용이 가능한 출입구가 있나요?,44
시설 내에 수유실이나 기저귀 교환대가 있나요?,44
유모차를 가지고 이동하기 편한가요?,44
장애인 전용 좌석이 제공되나요?,44
어린이를 위한 특별한 메뉴가 있나요?,44
장애인을 위한 전용 엘리베이터가 설치되어 있나요?,44
어린이와 함께 방문 시 편리한 시설이 있나요?,44
휠체어 대여 서비스가 제공되나요?,44
어린이 전용 화장실이 있나요?,44
장애인을 위한 보조 서비스가 있나요?,44
시설 내에서 휠체어로 이동하기 편리한가요?,44
어린이를 위한 안전 시설이 설치되어 있나요?,44
점자 메뉴나 음성 서비스가 제공되나요?,44
장애인을 위한 출입구 경사로가 있나요?,44
와이파이 사용 가능한가요?,44
여기 와이파이 비밀번호가 있나요?,44
와이파이는 무료로 제공되나요?,44
와이파이 연결 방법을 알려주세요.,44
와이파이 신호가 약한데 도움을 받을 수 있을까요?,44
와이파이 비밀번호를 어디에서 확인할 수 있나요?,44
고객 전용 와이파이가 있나요?,44
와이파이는 모든 공간에서 사용 가능한가요?,44
와이파이 연결이 안 될 때 어떻게 해야 하나요?,44
와이파이 제공 시간에 제한이 있나요?,44
와이파이를 사용하려면 따로 등록이 필요한가요?,44
와이파이 속도는 어느 정도인가요?,44
와이파이를 사용하는 데 추가 비용이 발생하나요?,44
와이파이 접속 제한이 걸릴 경우 어떻게 해결할 수 있나요?,44
"와이파이가 모두에게 제공되나요, 아니면 특정 고객만 사용 가능한가요?",44
와이파이를 사용할 수 없는 공간도 있나요?,44
와이파이와 관련된 공지사항은 어디에서 확인할 수 있나요?,44
화장실이 어디에 있나요?,44
고객용 화장실을 이용할 수 있나요?,44
화장실 위치를 안내받고 싶어요.,44
남녀 구분 화장실이 따로 있나요?,44
화장실은 몇 층에 있나요?,44
화장실 이용 시간에 제한이 있나요?,44
화장실이 잠겨 있을 때는 어떻게 해야 하나요?,44
화장실 열쇠가 필요한 경우 어디에서 받을 수 있나요?,44
기저귀 교환대가 있는 화장실인가요?,44
화장실 근처에 추가 시설이 있나요?,44
화장실 상태가 좋지 않을 때 누구에게 알리면 되나요?,44
화장실은 무료로 이용할 수 있나요?,44
화장실 안에 비누와 휴지가 준비되어 있나요?,44
화장실 출입구가 별도로 표시되어 있나요?,44
화장실 청소 시간은 언제인가요?,44
화장실을 이용하려면 직원에게 문의해야 하나요?,44
외부 고객도 화장실을 사용할 수 있나요?,44
화장실 이용 관련 공지는 어디에서 확인할 수 있나요?,44
죄송하지만 혹시 아이폰 충전 잠깐 가능할까요?,44
8핀 충전기인데 사용 가능할까요?,44
매장에서 충전기를 대여해 주시나요?,44
안드로이드 충전기는 구비되어 있나요?,44
테이블 옆에 충전 포트가 설치되어 있나요?,44
매장에 무선 충전기가 있나요?,44
"혹시 배터리가 거의 없는데, 잠깐 충전할 수 있을까요?",44
C타입 충전기를 사용할 수 있는 공간이 있나요?,44
매장에 공용 충전 스테이션이 있나요?,44
충전이 가능한 서비스는 별도로 제공되나요?,44
휴대폰 충전을 위한 어댑터나 케이블을 대여해 주시나요?,44
"8핀, C타입, 마이크로 5핀 모두 구비되어 있나요?",44
충전기를 직접 가져오면 매장에서 충전할 수 있을까요?,44
"긴급 상황이라 충전기가 필요한데, 대여 가능할까요?",44
충전기를 제공하는 서비스가 있다면 어떤 기종을 지원하나요?,44
충전 공간은 어디에 위치해 있나요?,44
매장 충전기 사용 시 제한 시간이 있나요?,44
주차 가능한가요?,44
주차장 있어?,44
차 댈 곳 있어?,44
주변에 차 댈 곳 있어?,44
그러면 주변 주차장은 있어?,44
매장 방문하면 무료 주차 시간이 얼마나 되나요?,44
주차 요금은 어떻게 되나요?,44
주차장 이용이 무료인가요?,44
주차가 가능한 공간이 매장 근처에 있나요?,44
주차장이 매장과 가까운가요?,44
주차장은 어디에 위치해 있나요?,44
매장 주차장의 운영 시간이 어떻게 되나요?,44
대형 차량도 주차할 수 있나요?,44
주차 공간이 넉넉한지 알고 싶어요.,44
주차장에 주차 가능한 차량 높이 제한이 있나요?,44
무료 주차 시간 이후 요금은 어떻게 계산되나요?,44
주차 쿠폰이나 할인 혜택이 제공되나요?,44
주차를 예약하거나 사전 신청해야 하나요?,44
주차장이 혼잡한 시간대는 언제인가요?,44
주차 가능 여부를 사전에 확인할 수 있는 방법이 있나요?,44
주문 취소하고 싶어,44
주문한 내역을 취소하려면 어떻게 하나요?,44
주문 변경 절차에 대해 안내받을 수 있을까요?,44
주문을 취소할 수 있는 기간은 어떻게 되나요?,44
주문 후 변경 가능한 항목이 무엇인가요?,44
주문 취소 요청은 어디에서 할 수 있나요?,44
결제가 완료된 주문도 취소가 가능한가요?,44
주문 취소 시 환불 절차는 어떻게 진행되나요?,44
배달 상태에 따라 주문 취소가 가능한지 궁금합니다.,44
주문 변경 시 추가 요금이 발생하나요?,44
주문 변경이 가능한 시간 제한이 있나요?,44
취소된 주문의 환불은 얼마나 걸리나요?,44
취소 요청이 거절될 수도 있나요? 이유가 무엇인지 알고 싶어요.,44
주문 취소/변경 상태를 확인하려면 어디로 문의하면 되나요?,44
취소 요청 후 다시 주문을 되돌릴 수 있나요?,44
주문 취소 시 할인 혜택이 유지되나요?,44
주문 변경해줘,44
개수 변경해줘,44
아 잘못 주문했다. 취소해줘,44
잘못 주문했는데 어떻게 바꿀 수 있어?,44
메뉴 변경해줘,44
변경 가능해?,44
주문한 내역을 취소하려면 어떻게 하나요?,44
상점과 직접 통화할 수 있을까요?,44
사장님과 통화할 수 있나요?,44
매장 담당자와 연락할 방법이 있나요?,44
매장 관리자에게 직접 문의할 수 있나요?,44
상점 담당자와 통화하려면 어떻게 해야 하나요?,44
가게에 직접 대화할 수 있는 방법이 있나요?,44
매장 담당자에게 이메일을 보낼 수 있나요?,44
상점 전화 연결이 가능한 시간대는 언제인가요?,44
매장 관리자와 실시간 채팅이 가능한가요?,44
상점과 직접 연결할 수 있는 서비스가 있나요?,44
상점 관리자와 직접 대화가 가능한가요?,44
사장님과 연결해 주세요.,44
사장님과 직접 연락할 수 있는지 알고 싶어요.,44
가게에 직접 연결 가능한가요?,44
매장에 직접 연결 가능한가요?,44
가게로 연결해주세요,44
매장으로 연결해주세요,44
사장님한테 연결 가능한가요?,44
문의할게 있는데 직원한테 연결해주세요,44
직원 문의 가능할까요?,44
매장 전화번호를 알 수 있을까요?,44
매장 전화번호 알려줄래?,44
주차 관련 문의는 어디로 하나요?,44
주차장이 만차일 경우 대안이 있나요?,44
전화로 예약할 수 있나요?,44
예약 가능 시간을 알려주세요.,44
인터넷 예약은 되나요?,44
단체 예약도 가능한가요?,44
예약은 몇 명부터 가능한가요?,44
예약 후 변경이 가능한가요?,44
예약 확정 여부는 어떻게 알 수 있나요?,44
온라인 예약은 언제든 가능한가요?,44
예약을 변경하려면 어떻게 해야 하나요?,44
예약 가능 시간을 알려주세요.,44
인터넷 예약은 되나요?,44
단체 예약도 가능한가요?,44
예약은 몇 명부터 가능한가요?,44
예약 후 변경이 가능한가요?,44
예약 확정 여부는 어떻게 알 수 있나요?,44
온라인 예약은 언제든 가능한가요?,44
주차 시 제공되는 추가 혜택이 있나요?,44
매장 방문하면 무료 주차 시간이 얼마나 되나요?,44
주차비는 얼마인가요?,44
무료 주차는 가능한가요?,44
주차 공간이 넉넉한가요?,44
주차 요금은 얼마인가요?,44
주차 관련 서비스를 제공하나요?,44
주차 공간 예약이 가능한가요?,44
예약 가능한 인원 수는 몇 명인가요?,44
예약 가능한 시간대를 알려주세요.,44
예약 후 확인 문자를 받을 수 있나요?,44
예약은 몇 명부터 가능한가요?,44
예약 후 변경이 가능한가요?,44
예약 확정 여부는 어떻게 알 수 있나요?,44
온라인 예약은 언제든 가능한가요?,44
상점과 직접 통화할 수 있나요?,44
직접 통화가능 한가요?,44
주차 가능한가요?,44
주차비는 얼마인가요?,44
무료 주차는 가능한가요?,44
어린이 의자가 있을까요?,44
장애인 방문 가능 한가요?,44
휠체어로 앉을수 있는 좌석이 있나요?,44
주차 공간이 넉넉한가요?,44
주차 요금은 얼마인가요?,44
주차 관련 서비스를 제공하나요?,44
주차 공간 예약이 가능한가요?,44
주차장 위치는 어디 인가요?,44
주차비는 얼마인가요?,44
무료 주차는 가능한가요?,44
주차 공간이 넉넉한가요?,44
엘리베이터 용량은 몇 명까지 수용 가능한가요?,44
매장 내에 유아용 엘리베이터가 별도로 있나요?,44
각 층으로 이동하는 데 에스컬레이터 이용이 편리한가요?,44
매장 내부는 몇 층으로 이루어져 있나요?,44
상점 내 엘리베이터나 에스컬레이터가 있나요?,44
주차 요금은 얼마인가요?,44
주차 관련 서비스를 제공하나요?,29
매장에 가려면 가장 가까운 지하철역은 어디인가요?,29
버스를 타고 매장에 갈 때 어떤 노선을 이용해야 하나요?,29
매장과 연결된 환승 정류장은 어디인가요?,29
매장 근처에 택시를 탈 수 있는 장소가 있나요?,29
지하철역에서 매장까지 도보로 얼마나 걸리나요?,29
주차 공간 예약이 가능한가요?,29
목적지까지 지하철 환승은 몇 번 해야 하나요?,29
마포구에서 대중교통으로 몇 분 정도 걸릴지 알려주세요.,29
가장 빠르게 가는 대중교통 경로는 무엇인가요?,29
버스 정류장에서 목적지까지 걸어가는 거리도 알려줄 수 있나요?,29
매장에서 가장 가까운 지하철역은 어디인가요?,29
지하철을 타고 가려면 어느 역에서 내려야 하나요?,29
근처에 어떤 랜드마크가 있나요?,30
근처 알만한 장소가 무엇인가요?,30
근처에 어떤 랜드마크가 있나요?,30
근처에 어떤 랜드마크가 있나요?,30
여기에서 가장 가까운 랜드마크가 무엇인가요?,30
이곳 주변에 가볼 만한 유명한 장소가 있나요?,30
근처 랜드마크까지는 어떻게 가야 하나요?,30
이 지역에서 가장 인기 있는 관광 명소가 어디인가요?,30
근처 랜드마크의 운영 시간은 어떻게 되나요?,30
랜드마크 근처에 주차장이 있나요?,30
랜드마크까지 대중교통으로 이동하려면 어떤 방법이 있나요?,30
추천할 만한 랜드마크가 이 근처에 있나요?,30
랜드마크까지의 거리가 얼마나 되나요?,30
이곳에서 걸어서 갈 수 있는 랜드마크가 있나요?,30
주변 랜드마크 입장료는 얼마인가요?,30
랜드마크 근처에 식사할 수 있는 좋은 장소가 있나요?,30
가족과 함께 방문하기 좋은 랜드마크를 추천해 주세요.,30
사진 찍기 좋은 근처 랜드마크가 있나요?,30
역사적인 랜드마크가 이 근처에 있는지 궁금합니다.,30
자연경관이 아름다운 랜드마크를 추천받을 수 있을까요?,30
근처 랜드마크의 특별 행사나 이벤트가 있나요?,30
가장 가까운 랜드마크까지 택시로 얼마나 걸리나요?,30
최대 몇명까지 수용 가능한가요?,31
한 테이블에 몇 명까지 가능 한가요?,31
6명이 방문할건데 2개 테이블 사용 사능한가요?,31
1인 테이블이 있을까요?,31
테이블 예약은 필수인가요?,31
지금 테이블 이용이 가능한가요?,31
테이블 회전율이 어떤가요?,31
예약 가능한 좌석은 몇 개인가요?,31
좌석 수가 얼마나 되나요?,31
매장에 좌석이 몇 개나 있나요?,31
식당 좌석수가 얼마나 되나요?,31
좌석이 몇 개나 있는지 알려줄래?,31
매장에 앉을 자리가 얼마나 있나요?,31
식당 좌석 수가 궁금해요.,31
매장의 좌석 수용 능력이 어떻게 되나요?,31
가게에서 앉을 수 있는 자리가 몇 개나 있나요?,31
매장 좌석 수가 몇 개인지 알려주세요.,31
테이블이 몇 개나 있나요?,31
상점에 식탁이 몇 개나 있어요?,31
가게에 테이블이 얼마나 있는지 알려줄래요?,31
가게에 있는 테이블 수가 궁금해요.,31
식당 테이블 수가 어떻게 되나요?,31
테이블 수가 총 몇 개인지 알려주세요.,31
식당 테이블이 얼마나 되는지 확인할 수 있나요?,31
매장의 테이블 수가 몇 개인가요?,31
테이블 개수 정보를 알 수 있을까요?,31
가게 안에 테이블이 몇 개 설치되어 있나요?,31
야외 테라스나 단독 룸 자리가 있나요?,32
프라이빗 룸이 마련되어 있나요?,32
매장에 야외 테라스가 있나요?,32
개별 룸이 있는지 알려주세요.,32
가게에 단독 룸이 있는지 확인할 수 있나요?,32
야외 테이블이 준비되어 있나요?,32
야외 테라스를 사용할 수 있나요?,32
룸이 따로 있나요?,32
야외 좌석 이용이 가능한지 궁금해요.,32
개인 룸 사용이 가능한가요?,32
야외에서 식사 가능한 공간이 있나요?,32
개인 룸이 있는지 알려주세요.,32
야외 공간이 있는지 알고 싶어요.,32
단독 룸이 몇 개나 있나요?,32
야외 테라스에 좌석은 몇 개나 있나요?,32
야외 테라스 이용 가능한가요?,32
개별 룸 이용 가능한가요?,32
방이 따로 있나요?,32
야외 테라스 자리가 있나요?,32
개별 룸이 따로 마련되어 있나요?,32
테라스에서 식사가 가능한가요?,32
독립된 룸이 있는지 궁금해요.,32
야외 자리 이용이 가능한가요?,32
프라이빗하게 사용할 수 있는 공간이 있나요?,32
테라스 좌석이 따로 있나요?,32
조용히 사용할 수 있는 개별 룸이 있나요?,32
단독으로 사용할 수 있는 공간이 있나요?,32
야외에서 식사 가능한 공간이 있나요?,32
가족이나 단체를 위한 독립된 룸이 있나요?,32
테라스에서 식사가 가능하면 자리 예약할 수 있나요?,32
프라이빗 룸이 몇 개 있는지 알 수 있을까요?,32
야외에서 분위기 좋은 자리를 예약할 수 있나요?,32
테라스 좌석이 있는지 확인 부탁드립니다.,32
개별 룸이 있는지 알려주세요.,32
단체 손님을 위한 별도 룸이 마련되어 있나요?,32
야외 테이블이 몇 개 있는지 알 수 있나요?,32
테라스 자리 예약이 가능한가요?,32
프라이빗한 룸을 예약하고 싶어요.,32
야외 테라스 있나요?,32
룸이 있나요?,32
단독 룸이 있나요?,32
테라스 자리가 있을까요?,32
독립된 공간이 있나요?,32
창가 자리를 앉을수 있을까요?,32
가장 구석자리를 사용할수 있을까요?,32
멤버십 서비스가 있나요?,34
멤버십 가입은 어떻게 하나요?,34
멤버십 카드를 발금해 주나요?,34
멤버십으로 어떤 혜택을 받을 수 있나요?,34
멤버십 서비스는 어떤 방식으로 제공되나요?,34
멤버십 포인트는 어떻게 사용하나요?,34
멤버십을 취소할 수 있나요?,34
멤버십 가입 조건이 있나요?,34
멤버십 혜택은 어디서 확인할 수 있나요?,34
멤버십 포인트 적립 비율은 어떻게 되나요?,34
멤버십 서비스는 무료인가요?,34
멤버십 가입은 어떻게 하나요?,34
멤버십 가입을 하고 싶은데 방법을 알 수 있나요?,34
멤버십 가입 방법을 알고 싶어요.,34
멤버십 프로그램이 있는지 알려주세요.,34
멤버십 가입 조건이 있나요?,34
멤버십 서비스 기간은 얼마나 되나요?,34
멤버십 서비스에 대해 더 알고 싶어요.,34
멤버십 가입은 온라인으로도 가능한가요?,34
가입하면 어떤 혜택이 있나요?,35
멤버십에 가입하면 어떤 혜택을 받을 수 있나요?,35
멤버십 가입 시 어떤 할인이 제공되나요?,35
멤버십 혜택을 자세히 설명해주세요.,35
멤버십 등급별 혜택이 어떻게 되나요?,35
멤버십 등급이 올라가면 어떤 혜택이 추가되나요?,35
멤버십 혜택은 어떤 상품에 적용되나요?,35
멤버십 가입 혜택이 있나요?,35
멤버십 혜택은 특정 기간에만 유효한가요?,35
멤버십 혜택이 어떻게 되나요?,35
포인트는 얼마부터 사용할 수 있나요?,37
포인트를 사용할 수 있는 최소치는 얼마인가요?,37
포인트는 얼마부터 쓸 수 있나요?,37
포인트 사용 기준이 있나요?,37
포인트는 얼마 이상이어야 사용할 수 있나요?,37
포인트 사용 시 최소 조건이 있나요?,37
포인트 사용을 위한 최소 누적 금액은 얼마인가요?,37
포인트는 일정 금액 이상이어야 사용할 수 있나요?,37
포인트는 적립된 즉시 사용할 수 있나요?,37
포인트 사용을 위한 최소 요구 조건은 무엇인가요?,37
포인트는 얼마 이상 모아야 사용할 수 있나요?,37
포인트는 몇 점부터 사용할 수 있나요?,37
적립된 포인트를 사용하려면 기준이 있나요?,37
포인트 사용 가능한 최소 점수를 알려주세요.,37
적립된 포인트는 어디에 사용할 수 있나요?,37
포인트는 몇 점 이상부터 쓸 수 있나요?,37
포인트 사용 방법이 궁금해요.,37
포인트 사용은 주문 금액에 제한이 있나요?,37
포인트 사용 조건을 자세히 알고 싶어요.,37
최소 몇 점부터 포인트를 쓸 수 있나요?,37
사용 가능한 포인트 점수를 확인하고 싶어요.,37
포인트는 얼마나 적립되나요?,37
포인트 적립 기준이 있나요?,37
포인트는 사용한 금액에서 얼마나 적립되나요,37
포인트가 적립되는 양을 알고 싶어요,37
포인트 적립 비율은 어떻게 되나요?,37
포인트는 결제 시 자동으로 적용되나요?,37
포인트 적립 퍼센트가 궁금해요.,37
포인트는 구매 금액의 몇 퍼센트가 적립되나요?,37
구매시 포인트가 얼마나 적립되는지 알 수 있나요?,37
포인트는 결제 금액의 몇 퍼센트 적립되나요?,37
포인트 적립 기준을 알 수 있나요?,37
포인트를 사용하면 추가 포인트가 적립되나요?,37
쿠폰은 어떻게 받을 수 있나요?,38
쿠폰은 어떻게 해야 받을 수 있나요?,38
쿠폰을 받을 수 있는 방법이 있나요?,38
쿠폰 발급 조건이 있나요?,38
쿠폰을 받으려면 어떻게 해야 하나요?,38
쿠폰을 받기 위한 조건이 있나요?,38
쿠폰은 특정 금액 이상 구매해야 받을 수 있나요?,38
쿠폰은 매장에서 받을 수 있나요?,38
도장을 몇 개 찍어야 쿠폰을 받을 수 있나요?,38
스탬프를 모으면 어떤 쿠폰을 받을 수 있나요?,38
도장 이벤트는 어떻게 참여하나요?,38
현재 진행 중인 도장 프로모션이 있나요?,38
도장을 찍어서 받을 수 있는 쿠폰 종류를 알려주세요.,38
도장을 모으려면 어떤 메뉴를 주문해야 하나요?,38
쿠폰은 어떻게 받을 수 있나요?,38
쿠폰을 받으려면 어떻게 하나요?,38
도장을 몇 번 찍어야 혜택을 받을 수 있나요?,38
도장 적립 기준이 궁금해요.,38
도장을 다 모으면 바로 쿠폰이 발급되나요?,38
쿠폰을 발급받으려면 몇 개의 도장이 필요한가요?,38
스탬프 도장을 모두 채운 후 쿠폰은 자동으로 발급되나요?,38
쿠폰은 어떻게 사용하나요?,39
쿠폰은 어디에 사용하나요?,39
발급된 쿠폰은 어디에서 사용할 수 있나요?,39
도장을 모으면 받을 수 있는 쿠폰 혜택은 무엇인가요?,39
쿠폰을 사용하려면 얼마 이상 결제 해야하나요?,39
쿠폰만 단독으로 사용 가능 한가요?,39
쿠폰을 사용하려면 얼마 이상 결제 해야하나요?,39
멤버십과 쿠폰에 대해서 더 자세히 알고 싶어요.,40
멤버십 가입은 어떻게 하나요?,40
멤버십 카드 발급이 가능한가요?,40
멤버십으로 어떤 혜택을 받을 수 있나요?,40
멤버십 서비스는 어떤 방식으로 제공되나요?,40
멤버십 포인트는 어떻게 사용하나요?,40
멤버십을 취소할 수 있나요?,40
멤버십 가입 조건이 있나요?,40
멤버십 혜택은 어디서 확인할 수 있나요?,40
멤버십 포인트 적립 비율은 어떻게 되나요?,40
멤버십 서비스는 무료인가요?,40
이벤트1은 무엇인가요?,40
현재 할인 이벤트가 있나요?,40
어떤 프로모션이 진행 중인가요?,40
이벤트는 언제까지 진행되나요?,40
다가오는 이벤트가 있나요?,40
이벤트 참여 방법을 알려주세요.,40
이벤트는 모든 고객에게 적용되나요?,40
이벤트 참여 조건이 있나요?,40
현재 진행 중인 이벤트가 몇 가지인가요?,40
지난 이벤트 정보도 볼 수 있나요?,40
이벤트 신청 방법을 알려주세요.,40
쿠폰 사용 방법을 알려주세요.,40
쿠폰은 온라인과 오프라인에서 모두 사용 가능한가요?,40
쿠폰 사용 시 제한 사항이 있나요?,40
쿠폰 사용 조건이 있나요?,40
쿠폰은 특정 상품에만 사용할 수 있나요?,40
쿠폰 사용 시 제한 사항이 있나요?,40
쿠폰은 여러 장을 동시에 사용할 수 있나요?,40
쿠폰은 특정 기간 동안만 사용할 수 있나요?,40
현재 진행 중인 이벤트가 있나요?,41
현재 할인 이벤트가 있나요?,41
어떤 프로모션이 진행 중인가요?,41
이벤트는 언제까지 진행되나요?,41
다가오는 이벤트가 있나요?,41
이벤트 참여 방법을 알려주세요.,41
이벤트는 모든 고객에게 적용되나요?,41
이벤트 참여 조건이 있나요?,41
현재 진행 중인 이벤트가 몇 가지인가요?,41
지난 이벤트 정보도 볼 수 있나요?,41
이벤트 신청 방법을 알려주세요.,41
이벤트 1에 대해서 더 자세하게 알고 싶어요.,42
현재 할인 이벤트가 있나요?,42
어떤 프로모션이 진행 중인가요?,42
이벤트는 언제까지 진행되나요?,42
다가오는 이벤트가 있나요?,42
이벤트 참여 방법을 알려주세요.,42
이벤트는 모든 고객에게 적용되나요?,42
이벤트 참여 조건이 있나요?,42
현재 진행 중인 이벤트가 몇 가지인가요?,42
지난 이벤트 정보도 볼 수 있나요?,42
이벤트 신청 방법을 알려주세요.,42
현재 진행 중인 이벤트는 언제까지 하나요?,42
현재 진행 중인 이벤트의 기간을 알 수 있나요?,42
현재 진행 중인 이벤트 알려줘,42
진행 중인 이벤트가 언제까지 하는지 알려줄래?,42
특정 기간 동안 적용 되는 프로모션이 있다면 알려주세요.,42
특정 기간에 적용 드는 프로모션이 있나요?,42
특정 기간 동안 진행하는 프로모션이 있나요?,42
특정 기간에 진행되는 프로모션을 알려줘.,42
진행 중인 이벤트를 알려줘,42
진행 중인 행사나 이벤트가 있나요?,42
진행 중인 이벤트가 있으면 알려줄래?,42
지금 진행 하고 있는 이벤트는 뭐야?,42
지금 진행 중인 이벤트 뭐 있어?,42
이번주 월요일 예약했는데 화요일로 변경 가능할까요?,44
다음 주 화요일로 예약을 옮기고 싶어요. 가능할까요?,44
"오늘 예약했는데, 목요일로 변경하고 싶습니다.",44
토요일 예약을 일요일로 변경할 수 있을까요?,44
금요일로 예약을 바꾸고 싶은데요. 어떻게 해야 하나요?,44
다음 주 월요일 예약을 취소하고 싶습니다.,44
이번 주 토요일 예약을 취소할 수 있을까요?,44
수요일 예약을 취소하려고 하는데요. 확인 부탁드립니다.,44
예약한 목요일 일정을 취소하고 싶어요.,44
화요일로 되어 있는 예약을 취소해주세요.,44
"제가 예약한 목요일 일정, 다른 요일로 변경 가능한가요?",44
"이번 주 금요일로 예약되어 있던 걸로 아는데, 다른 날로 옮길 수 있을까요?",44
"다음 주 화요일 예약한 거, 변경 가능 여부를 알고 싶습니다.",44
"예약 확인 부탁드리고, 수요일로 변경할 수 있는지 알려주세요.",44
"예약한 월요일 일정, 화요일로 조정할 수 있는지 궁금합니다.",44
"이번 주 목요일로 예약했던 건데, 사정이 생겨서 다음 주 금요일로 옮길 수 있을까요?",44
"다음 주 화요일에 예정된 예약을 조정하고 싶은데, 가능하다면 주말로 부탁드립니다.",44
"이번 주 수요일 예약, 취소 말고 변경하고 싶습니다. 화요일 가능한지 확인 부탁드려요.",44
예약한 금요일 대신 이번 주 다른 요일로 변경할 수 있을까요?,44
"이번 주 월요일로 예약했는데, 화요일로 옮겨도 될까요?",44
신메뉴 할인 행사 말고 다른 이벤트도 궁금해요.,43
지금 진행 중인 다른 프로모션이 있나요?,43
할인 행사 외에 특별 이벤트도 하고 있나요?,43
이번 주에 진행 중인 다른 행사가 있으면 알려주세요.,43
신메뉴 이벤트 말고 다른 혜택이 있는지 궁금합니다.,43
신규 고객을 위한 이벤트 같은 것도 있나요?,43
현재 참여할 수 있는 모든 이벤트를 알려주세요.,43
